BuildingGUID,GUID,IfcClass,Nl-sfb,Material,TaskID,Resource,TaskName,TaskStart,TaskFinish,Element on time or not,IfcClass_Clean,PlannedDurationDays,BIM_IfcClass,BIM_ElementName,BIM_Description,BIM_ObjectType,BIM_Tag,BIM_TypeName,BIM_BuildingStorey,BIM_HasGeometry,BIM_IfcClass_Clean,Class_Exact_Match,Class_Relationship,Canonical_IfcClass
2CKEPCy9T9zQMKorZoDrni,3iHy1LOhfAtfLt80$LZBqn,IfcSlab,1320_vloeren op grondslag - constructief,IFC_betonvloer_ihw_300mm,ST00060,liftputvloer_(#5715),Stellen bruggetjes,2015-02-26,2015-02-27,On time,slab,2.0,IfcSlab,liftputvloer_(#5715),,,DD46B1BA-CAF2-4D38-9CC0-D94302F9369B,,Storey-1,True,slab,True,Exact match,slab
2CKEPCy9T9zQMKorZoDrni,3iHy1LOhfAtfLt80$LZBqn,IfcSlab,1320_vloeren op grondslag - constructief,IFC_betonvloer_ihw_300mm,ST00070,liftputvloer_(#5715),Nuts invoeren,2015-03-02,2015-03-04,On time,slab,3.0,IfcSlab,liftputvloer_(#5715),,,DD46B1BA-CAF2-4D38-9CC0-D94302F9369B,,Storey-1,True,slab,True,Exact match,slab
2CKEPCy9T9zQMKorZoDrni,3iHy1LOhfAtfLt80$LZBqn,IfcSlab,1320_vloeren op grondslag - constructief,IFC_betonvloer_ihw_300mm,ST00080,liftputvloer_(#5715),Werkvloer liftput,2015-03-03,2015-03-03,On time,slab,1.0,IfcSlab,liftputvloer_(#5715),,,DD46B1BA-CAF2-4D38-9CC0-D94302F9369B,,Storey-1,True,slab,True,Exact match,slab
2CKEPCy9T9zQMKorZoDrni,3iHy1LOhfAtfLt80$LZBqn,IfcSlab,1320_vloeren op grondslag - constructief,IFC_betonvloer_ihw_300mm,ST00100,liftputvloer_(#5715),Bekisten liftvloer,2015-03-04,2015-03-04,On time,slab,1.0,IfcSlab,liftputvloer_(#5715),,,DD46B1BA-CAF2-4D38-9CC0-D94302F9369B,,Storey-1,True,slab,True,Exact match,slab
2CKEPCy9T9zQMKorZoDrni,3iHy1LOhfAtfLt80$LZBqn,IfcSlab,1320_vloeren op grondslag - constructief,IFC_betonvloer_ihw_300mm,ST00090,liftputvloer_(#5715),Wapening liftvloer,2015-03-04,2015-03-04,On time,slab,1.0,IfcSlab,liftputvloer_(#5715),,,DD46B1BA-CAF2-4D38-9CC0-D94302F9369B,,Storey-1,True,slab,True,Exact match,slab
2CKEPCy9T9zQMKorZoDrni,3iHy1LOhfAtfLt80$LZBqn,IfcSlab,1320_vloeren op grondslag - constructief,IFC_betonvloer_ihw_300mm,ST00110,liftputvloer_(#5715),Stort liftvloer,2015-03-05,2015-03-05,On time,slab,1.0,IfcSlab,liftputvloer_(#5715),,,DD46B1BA-CAF2-4D38-9CC0-D94302F9369B,,Storey-1,True,slab,True,Exact match,slab
2CKEPCy9T9zQMKorZoDrni,0n3uFweoDDvekPpYzTttt4,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_120mm,ST00130,binnenwand_(#44016),Bekisten liftwanden,2015-03-06,2015-03-06,On time,wall,1.0,IfcWall,binnenwand_(#44016),,,7C48E746-13B2-4966-9684-D6C1FC949504,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,2rxEfS5c1BRBMAjC9Weumf,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_620x965,ST00130,liftputwand_(#1315),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#1315),,,8C7F5CC1-D0DC-44B2-AF6D-39891BF012B7,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,2Y$eh0ohrDEepO4_LPdoEr,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00130,liftputwand_(#1963),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#1963),,,58C7C77D-0F14-4ABC-827C-A61431FB0ECA,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1naZcReNz7PvhQAmj6Jq3I,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00130,liftputwand_(#4278),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#4278),,,37AFC68F-B598-4415-8327-54CC03796CD4,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0_tiSIYEr4yRRHYXKfPTdj,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00130,liftputwand_(#4416),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#4416),,,51E41E0F-5917-4C4C-96BF-7A051084C5CB,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1Auz_7ZqL7AAig2gL0Pvj2,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00130,liftputwand_(#4582),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#4582),,,ACFA6A2E-2EB2-4AE4-8645-5548BCC9E665,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,16FVmRsQb85vEIXQ_DW6Lp,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00130,liftputwand_(#478),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#478),,,F970A63C-4FA7-4EAD-A58E-49318D2746E2,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,3GQbn3RLT7AR7GWCGsipbZ,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x965,ST00130,liftputwand_(#5207),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#5207),,,594A1514-425B-4AAF-9A34-F2ADC59FF6DF,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0ZOrCFqKrF_Ox7WOTGyQmt,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x965,ST00130,liftputwand_(#5377),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#5377),,,63533AEC-B5BE-4591-A597-08B67BA47955,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,2BvIWOGA18JuJGl8rylXFV,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_370x965,ST00130,liftputwand_(#5543),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#5543),,,3D317621-1DA2-43FF-B86A-2EEC10AD0A3C,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1CJwrAhq9Ed94DRX3trP2o,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00130,liftputwand_(#6773),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#6773),,,2F9BFE7E-5D1B-4CFB-B2DF-A66F6BF49714,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0B0Q1ghLnCxvbIfuSwz9wK,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00130,liftputwand_(#9435),Bekisten liftwanden,2015-03-06,2015-03-06,On time,beam,1.0,IfcBeam,liftputwand_(#9435),,,161A9943-5C3D-4BAA-BCC2-139A2B2035F5,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0kS6wEmzbD2va78wYRyOFc,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00130,liftwand_(#182673),Bekisten liftwanden,2015-03-06,2015-03-06,On time,wallstandardcase,1.0,IfcWallStandardCase,liftwand_(#182673),,,94409704-4370-4F68-A54C-F78C3D124284,,Storey-1,True,wallstandardcase,True,Exact match,wallstandardcase
2CKEPCy9T9zQMKorZoDrni,3odIHAP2f2UOiuFMkf$itN,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00130,liftwand_(#29455),Bekisten liftwanden,2015-03-06,2015-03-06,On time,wall,1.0,IfcWall,liftwand_(#29455),,,0EB184E0-6BA6-486D-906C-11FCB2DF7701,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,0eA$$I6uvA18h6OuHeQjac,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00130,liftwand_(#29660),Bekisten liftwanden,2015-03-06,2015-03-06,On time,wall,1.0,IfcWall,liftwand_(#29660),,,9C7BEFC7-0125-499D-906C-7F3A72F24A7C,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,2GTwJrGhDAzvI7WZJUCeZE,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00130,liftwand_(#29901),Bekisten liftwanden,2015-03-06,2015-03-06,On time,wall,1.0,IfcWall,liftwand_(#29901),,,49935285-AB10-4794-871A-9147E7E69F43,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,1qSygSJAf1FwTO1RCAcXhe,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00130,liftwand_(#30267),Bekisten liftwanden,2015-03-06,2015-03-06,On time,wallstandardcase,1.0,IfcWallStandardCase,liftwand_(#30267),,,9EA2E84A-7093-472B-BB87-4CFCBD94AF62,,Storey-1,True,wallstandardcase,True,Exact match,wallstandardcase
2CKEPCy9T9zQMKorZoDrni,0n3uFweoDDvekPpYzTttt4,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_120mm,ST00140,binnenwand_(#44016),Wapening liftwanden,2015-03-09,2015-03-09,On time,wall,1.0,IfcWall,binnenwand_(#44016),,,7C48E746-13B2-4966-9684-D6C1FC949504,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,2rxEfS5c1BRBMAjC9Weumf,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_620x965,ST00140,liftputwand_(#1315),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#1315),,,8C7F5CC1-D0DC-44B2-AF6D-39891BF012B7,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,2Y$eh0ohrDEepO4_LPdoEr,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00140,liftputwand_(#1963),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#1963),,,58C7C77D-0F14-4ABC-827C-A61431FB0ECA,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1naZcReNz7PvhQAmj6Jq3I,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00140,liftputwand_(#4278),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#4278),,,37AFC68F-B598-4415-8327-54CC03796CD4,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0_tiSIYEr4yRRHYXKfPTdj,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00140,liftputwand_(#4416),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#4416),,,51E41E0F-5917-4C4C-96BF-7A051084C5CB,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1Auz_7ZqL7AAig2gL0Pvj2,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00140,liftputwand_(#4582),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#4582),,,ACFA6A2E-2EB2-4AE4-8645-5548BCC9E665,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,16FVmRsQb85vEIXQ_DW6Lp,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00140,liftputwand_(#478),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#478),,,F970A63C-4FA7-4EAD-A58E-49318D2746E2,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,3GQbn3RLT7AR7GWCGsipbZ,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x965,ST00140,liftputwand_(#5207),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#5207),,,594A1514-425B-4AAF-9A34-F2ADC59FF6DF,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0ZOrCFqKrF_Ox7WOTGyQmt,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x965,ST00140,liftputwand_(#5377),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#5377),,,63533AEC-B5BE-4591-A597-08B67BA47955,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,2BvIWOGA18JuJGl8rylXFV,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_370x965,ST00140,liftputwand_(#5543),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#5543),,,3D317621-1DA2-43FF-B86A-2EEC10AD0A3C,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1CJwrAhq9Ed94DRX3trP2o,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00140,liftputwand_(#6773),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#6773),,,2F9BFE7E-5D1B-4CFB-B2DF-A66F6BF49714,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0B0Q1ghLnCxvbIfuSwz9wK,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00140,liftputwand_(#9435),Wapening liftwanden,2015-03-09,2015-03-09,On time,beam,1.0,IfcBeam,liftputwand_(#9435),,,161A9943-5C3D-4BAA-BCC2-139A2B2035F5,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0kS6wEmzbD2va78wYRyOFc,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00140,liftwand_(#182673),Wapening liftwanden,2015-03-09,2015-03-09,On time,wallstandardcase,1.0,IfcWallStandardCase,liftwand_(#182673),,,94409704-4370-4F68-A54C-F78C3D124284,,Storey-1,True,wallstandardcase,True,Exact match,wallstandardcase
2CKEPCy9T9zQMKorZoDrni,3odIHAP2f2UOiuFMkf$itN,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00140,liftwand_(#29455),Wapening liftwanden,2015-03-09,2015-03-09,On time,wall,1.0,IfcWall,liftwand_(#29455),,,0EB184E0-6BA6-486D-906C-11FCB2DF7701,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,0eA$$I6uvA18h6OuHeQjac,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00140,liftwand_(#29660),Wapening liftwanden,2015-03-09,2015-03-09,On time,wall,1.0,IfcWall,liftwand_(#29660),,,9C7BEFC7-0125-499D-906C-7F3A72F24A7C,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,2GTwJrGhDAzvI7WZJUCeZE,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00140,liftwand_(#29901),Wapening liftwanden,2015-03-09,2015-03-09,On time,wall,1.0,IfcWall,liftwand_(#29901),,,49935285-AB10-4794-871A-9147E7E69F43,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,1qSygSJAf1FwTO1RCAcXhe,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00140,liftwand_(#30267),Wapening liftwanden,2015-03-09,2015-03-09,On time,wallstandardcase,1.0,IfcWallStandardCase,liftwand_(#30267),,,9EA2E84A-7093-472B-BB87-4CFCBD94AF62,,Storey-1,True,wallstandardcase,True,Exact match,wallstandardcase
2CKEPCy9T9zQMKorZoDrni,0n3uFweoDDvekPpYzTttt4,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_120mm,ST00150,binnenwand_(#44016),Stort liftwanden,2015-03-10,2015-03-10,On time,wall,1.0,IfcWall,binnenwand_(#44016),,,7C48E746-13B2-4966-9684-D6C1FC949504,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,2rxEfS5c1BRBMAjC9Weumf,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_620x965,ST00150,liftputwand_(#1315),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#1315),,,8C7F5CC1-D0DC-44B2-AF6D-39891BF012B7,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,2Y$eh0ohrDEepO4_LPdoEr,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00150,liftputwand_(#1963),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#1963),,,58C7C77D-0F14-4ABC-827C-A61431FB0ECA,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1naZcReNz7PvhQAmj6Jq3I,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00150,liftputwand_(#4278),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#4278),,,37AFC68F-B598-4415-8327-54CC03796CD4,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0_tiSIYEr4yRRHYXKfPTdj,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00150,liftputwand_(#4416),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#4416),,,51E41E0F-5917-4C4C-96BF-7A051084C5CB,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1Auz_7ZqL7AAig2gL0Pvj2,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00150,liftputwand_(#4582),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#4582),,,ACFA6A2E-2EB2-4AE4-8645-5548BCC9E665,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,16FVmRsQb85vEIXQ_DW6Lp,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST00150,liftputwand_(#478),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#478),,,F970A63C-4FA7-4EAD-A58E-49318D2746E2,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,3GQbn3RLT7AR7GWCGsipbZ,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x965,ST00150,liftputwand_(#5207),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#5207),,,594A1514-425B-4AAF-9A34-F2ADC59FF6DF,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0ZOrCFqKrF_Ox7WOTGyQmt,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x965,ST00150,liftputwand_(#5377),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#5377),,,63533AEC-B5BE-4591-A597-08B67BA47955,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,2BvIWOGA18JuJGl8rylXFV,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_370x965,ST00150,liftputwand_(#5543),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#5543),,,3D317621-1DA2-43FF-B86A-2EEC10AD0A3C,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1CJwrAhq9Ed94DRX3trP2o,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00150,liftputwand_(#6773),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#6773),,,2F9BFE7E-5D1B-4CFB-B2DF-A66F6BF49714,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0B0Q1ghLnCxvbIfuSwz9wK,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_300x650,ST00150,liftputwand_(#9435),Stort liftwanden,2015-03-10,2015-03-10,On time,beam,1.0,IfcBeam,liftputwand_(#9435),,,161A9943-5C3D-4BAA-BCC2-139A2B2035F5,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,0kS6wEmzbD2va78wYRyOFc,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00150,liftwand_(#182673),Stort liftwanden,2015-03-10,2015-03-10,On time,wallstandardcase,1.0,IfcWallStandardCase,liftwand_(#182673),,,94409704-4370-4F68-A54C-F78C3D124284,,Storey-1,True,wallstandardcase,True,Exact match,wallstandardcase
2CKEPCy9T9zQMKorZoDrni,3odIHAP2f2UOiuFMkf$itN,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00150,liftwand_(#29455),Stort liftwanden,2015-03-10,2015-03-10,On time,wall,1.0,IfcWall,liftwand_(#29455),,,0EB184E0-6BA6-486D-906C-11FCB2DF7701,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,0eA$$I6uvA18h6OuHeQjac,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00150,liftwand_(#29660),Stort liftwanden,2015-03-10,2015-03-10,On time,wall,1.0,IfcWall,liftwand_(#29660),,,9C7BEFC7-0125-499D-906C-7F3A72F24A7C,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,2GTwJrGhDAzvI7WZJUCeZE,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00150,liftwand_(#29901),Stort liftwanden,2015-03-10,2015-03-10,On time,wall,1.0,IfcWall,liftwand_(#29901),,,49935285-AB10-4794-871A-9147E7E69F43,,Storey-1,True,wall,True,Exact match,wall
2CKEPCy9T9zQMKorZoDrni,1qSygSJAf1FwTO1RCAcXhe,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00150,liftwand_(#30267),Stort liftwanden,2015-03-10,2015-03-10,On time,wallstandardcase,1.0,IfcWallStandardCase,liftwand_(#30267),,,9EA2E84A-7093-472B-BB87-4CFCBD94AF62,,Storey-1,True,wallstandardcase,True,Exact match,wallstandardcase
2CKEPCy9T9zQMKorZoDrni,1KASldv$r8FgJ_cnX$UWsD,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_betonpoer_1600x300,ST00200,fund_poer_(#8265),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_poer_(#8265),,,DE8201FC-2787-4D1C-8DEB-8DA04A28DC78,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,28n152n4TDhfCgPSt939HS,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_500x250,ST00200,fund_strook_(#10099),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#10099),,,E47BB9B2-63EB-43DE-9CCB-8FD214ADF34A,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,3e$rrJY7D1Rhx1v_XSSOhd,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_500x250,ST00200,fund_strook_(#10265),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#10265),,,63A924BB-B7AB-4B2C-BEE0-502CA7D305F7,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,2J6c62A5XD2QcGjShzZgXq,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_1400x250,ST00200,fund_strook_(#10569),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#10569),,,D48C1283-0735-4D8E-AE46-059D45495E23,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,397U34bofE49REjBsbvQCB,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_800x250,ST00200,fund_strook_(#10711),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#10711),,,4A2B3D74-66CA-43C3-8720-1C841ED7529A,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,26byCAFGr1I8W5h9B84Q16,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_1200x250,ST00200,fund_strook_(#10853),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#10853),,,0C36156C-8154-46FA-8794-40A690A0E849,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1Asg_4IIzBJRAZjWOOBoop,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_1200x250,ST00200,fund_strook_(#10984),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#10984),,,85B7195B-E184-43F1-B01F-C7B975A443BC,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,3J_1it95T5gfMFEztXNCUR,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_1000x250,ST00200,fund_strook_(#11111),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#11111),,,8D85BE90-EED9-42AC-A347-3B1913AAB671,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,1zQYOrUqP5TAaFPeCmMGH$,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_600x250,ST00200,fund_strook_(#11249),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#11249),,,3949CBDF-DDD8-4FB6-ACCC-FDB8E8EAB0D3,,Storey-1,True,beam,True,Exact match,beam
2CKEPCy9T9zQMKorZoDrni,36OAgfylj3i8B$_ULHcQpS,IfcBeam,1610_funderingsconstructies - voeten en balken,IFC_strookfundering_600x250,ST00200,fund_strook_(#11380),Stellen funderingkist incl. poeren,2015-03-12,2015-03-20,On time,beam,9.0,IfcBeam,fund_strook_(#11380),,,600D20DB-0BB0-4996-960B-83E80D136ED5,,Storey-1,True,beam,True,Exact match,beam
