GUID,IfcClass,ElementName,Description,ObjectType,Tag,TypeName,BuildingStorey,HasGeometry
1mv_0saPPBCPD2XOUJU6KT,IfcBeam,hoeklijn bordes_(#313436),,,B17A4A28-77DE-46CC-95E5-094404679E34,,Storey-1,True
3Yyu04GkTEQxN4HyryDW2H,IfcBeam,HEB220_(#328251),,,CE06FADE-B65C-4668-80D8-0285BDB26D2B,,Storey-1,True
13unX9T111luvxOpfHTnHJ,IfcBeam,betonlatei_(#453774),,,80F9253C-ABCA-4012-ACEB-DB4CEB0BE4B6,,Storey-1,True
1t2w6GPuT4hxRI4oWpzqsF,IfcBeam,hoeklijn bordes_(#313305),,,ACD6B405-DFBD-4711-8E76-B427FF02E4F9,,Storey-1,True
1cnVNGx8L6x8atU0FW4aSj,IfcBeam,staallatei ??_(#504033),,,6798F556-098A-413D-90F4-EE6CC027D558,,Storey-1,True
2G4x53nKT0oRIjHSPxqaLE,IfcBeam,staallatei ??_(#508308),,,5E8FC184-9061-45B6-8469-CB7CEC9286B9,,Storey-1,True
28hgQDPRrDdABTTnaoc_cc,IfcBeam,staallatei ??_(#504693),,,D76DD8B9-FF32-4043-BE58-B759AF484899,,Storey-1,True
3DypDEq_nBvAS5s5Uyj$ZL,IfcBeam,staallatei ??_(#504473),,,00783053-428B-4749-9BDD-2ADC0A353458,,Storey-1,True
2fxjjvzMX8NPHkfNj6ZCdn,IfcBeam,staallatei ??_(#505133),,,DC50FC08-8B0C-4056-81EC-B5133150AE15,,Storey-1,True
0MrU6VvOj8U8pPVkvaTjD0,IfcBeam,staallatei ??_(#498863),,,A2208261-CB2C-416C-AF3F-ECA39FFB34F3,,Storey-1,True
20m0Rl3qTEV8jruV1PXOay,IfcBeam,staallatei ??_(#504913),,,C2315732-32A0-44AE-9385-B32F7235053E,,Storey-1,True
2sm5UhjjP0NvfUsdScXytC,IfcBeam,staallatei_(#196691),,,145F07D4-C2B1-4126-852B-9A9B67C00541,,Storey-1,True
3G01sUtwv54fTx0BOSRner,IfcBeam,staallatei ??_(#298231),,,1931A8B9-8571-456B-8AB3-5C5F68DCDF47,,Storey-1,True
2129ZF6ZjEKhfG1l9$lZA3,IfcBeam,staallatei ??_(#296911),,,B7C31522-8D4C-48D9-824B-D12E231BB700,,Storey-1,True
2ulfOfmNz05AgBtVrK1wUp,IfcBeam,staallatei ??_(#295147),,,FB98FF7B-7FD3-4936-93AA-9A54185A2C11,,Storey-1,True
